|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      26 |          26 |       00:00:08 |       64.06% |              |       1.7210 |              |          0.0100 |
|      27 |          27 |       00:00:08 |       65.34% |              |       1.6732 |              |          0.0100 |
|      28 |          28 |       00:00:09 |       68.04% |              |       1.6138 |              |          0.0100 |
|      29 |          29 |       00:00:09 |       69.32% |              |       1.5713 |              |          0.0100 |
|      30 |          30 |       00:00:09 |       68.75% |       71.59% |       1.5301 |       1.4689 |          0.0100 |
|      31 |          31 |       00:00:09 |       70.88% |              |       1.4968 |              |          0.0100 |
|      32 |          32 |       00:00:10 |       69.89% |              |       1.4597 |              |          0.0100 |
|      33 |          33 |       00:00:10 |       72.44% |              |       1.3938 |              |          0.0100 |
|      34 |          34 |       00:00:10 |       75.71% |              |       1.3439 |              |          0.0100 |
|      35 |          35 |       00:00:10 |       73.58% |              |       1.3193 |              |          0.0100 |
|      36 |          36 |       00:00:11 |       70.60% |              |       1.3194 |              |          0.0100 |
|      37 |          37 |       00:00:11 |       73.01% |              |       1.2830 |              |          0.0100 |
|      38 |          38 |       00:00:11 |       71.88% |              |       1.2388 |              |          0.0100 |
|      39 |          39 |       00:00:12 |       76.42% |              |       1.1734 |              |          0.0100 |
|      40 |          40 |       00:00:12 |       80.40% |       85.80% |       1.1199 |       1.0370 |          0.0100 |
|      41 |          41 |       00:00:13 |       78.84% |              |       1.1022 |              |          0.0100 |
|      42 |          42 |       00:00:13 |       78.98% |              |       1.0345 |              |          0.0100 |
|      43 |          43 |       00:00:13 |       80.26% |              |       1.0127 |              |          0.0100 |
|      44 |          44 |       00:00:14 |       82.39% |              |       0.9548 |              |          0.0100 |
|      45 |          45 |       00:00:14 |       83.38% |              |       0.9343 |              |          0.0100 |
|      46 |          46 |       00:00:14 |       83.38% |              |       0.8921 |              |          0.0100 |
|      47 |          47 |       00:00:15 |       84.66% |              |       0.8698 |              |          0.0100 |
|      48 |          48 |       00:00:15 |       83.38% |              |       0.8518 |              |          0.0100 |
|      49 |          49 |       00:00:15 |       86.51% |              |       0.8101 |              |          0.0100 |
|      50 |          50 |       00:00:16 |       85.94% |       86.36% |       0.7932 |       0.7465 |          0.0100 |
|      51 |          51 |       00:00:16 |       85.94% |              |       0.7755 |              |          0.0100 |
|      52 |          52 |       00:00:17 |       87.07% |              |       0.7364 |              |          0.0100 |
|      53 |          53 |       00:00:17 |       86.65% |              |       0.7240 |              |          0.0100 |
|      54 |          54 |       00:00:17 |       86.79% |              |       0.7264 |              |          0.0100 |
|      55 |          55 |       00:00:18 |       85.80% |              |       0.7121 |              |          0.0100 |
|      56 |          56 |       00:00:18 |       87.36% |              |       0.6701 |              |          0.0100 |
|      57 |          57 |       00:00:18 |       87.36% |              |       0.6436 |              |          0.0100 |
|      58 |          58 |       00:00:19 |       88.64% |              |       0.6260 |              |          0.0100 |
|      59 |          59 |       00:00:19 |       89.91% |              |       0.5909 |              |          0.0100 |
|      60 |          60 |       00:00:19 |       88.64% |       89.20% |       0.5808 |       0.5364 |          0.0100 |
|      61 |          61 |       00:00:20 |       89.20% |              |       0.5558 |              |          0.0100 |
|      62 |          62 |       00:00:20 |       91.34% |              |       0.5416 |              |          0.0100 |
|      63 |          63 |       00:00:20 |       88.21% |              |       0.5463 |              |          0.0100 |
|      64 |          64 |       00:00:21 |       90.06% |              |       0.5099 |              |          0.0100 |
|      65 |          65 |       00:00:21 |       91.05% |              |       0.5125 |              |          0.0100 |
|      66 |          66 |       00:00:21 |       90.63% |              |       0.5064 |              |          0.0100 |
|      67 |          67 |       00:00:22 |       91.90% |              |       0.4992 |              |          0.0100 |
|      68 |          68 |       00:00:22 |       90.91% |              |       0.4745 |              |          0.0100 |
|      69 |          69 |       00:00:22 |       92.19% |              |       0.4538 |              |          0.0100 |
|      70 |          70 |       00:00:23 |       92.33% |       91.48% |       0.4482 |       0.4338 |          0.0100 |
|      71 |          71 |       00:00:23 |       91.19% |              |       0.4561 |              |          0.0100 |
|      72 |          72 |       00:00:23 |       91.76% |              |       0.4300 |              |          0.0100 |
|      73 |          73 |       00:00:24 |       91.48% |              |       0.4357 |              |          0.0100 |
|      74 |          74 |       00:00:24 |       90.48% |              |       0.4121 |              |          0.0100 |
|      75 |          75 |       00:00:24 |       91.90% |              |       0.3989 |              |          0.0100 |
|      76 |          76 |       00:00:25 |       92.76% |              |       0.3855 |              |          0.0100 |
|      77 |          77 |       00:00:25 |       92.05% |              |       0.3825 |              |          0.0100 |
|      78 |          78 |       00:00:25 |       94.60% |              |       0.3814 |              |          0.0100 |
|      79 |          79 |       00:00:25 |       93.18% |              |       0.3668 |              |          0.0100 |
|      80 |          80 |       00:00:26 |       92.61% |       92.61% |       0.3612 |       0.3582 |          0.0100 |
|      81 |          81 |       00:00:26 |       92.33% |              |       0.3529 |              |          0.0100 |
|      82 |          82 |       00:00:27 |       93.75% |              |       0.3319 |              |          0.0100 |
|      83 |          83 |       00:00:27 |       92.47% |              |       0.3549 |              |          0.0100 |
|      84 |          84 |       00:00:27 |       93.32% |              |       0.3317 |              |          0.0100 |
|      85 |          85 |       00:00:28 |       93.32% |              |       0.3295 |              |          0.0100 |
|      86 |          86 |       00:00:28 |       93.47% |              |       0.3204 |              |          0.0100 |
|      87 |          87 |       00:00:28 |       92.05% |              |       0.3190 |              |          0.0100 |
|      88 |          88 |       00:00:29 |       94.03% |              |       0.3102 |              |          0.0100 |
|      89 |          89 |       00:00:29 |       93.89% |              |       0.3049 |              |          0.0100 |
|      90 |          90 |       00:00:29 |       94.89% |       92.61% |       0.2941 |       0.3108 |          0.0100 |
|      91 |          91 |       00:00:30 |       94.74% |              |       0.2849 |              |          0.0100 |
|      92 |          92 |       00:00:30 |       94.32% |              |       0.2816 |              |          0.0100 |
|      93 |          93 |       00:00:30 |       95.03% |              |       0.2795 |              |          0.0100 |
|      94 |          94 |       00:00:31 |       94.46% |              |       0.2744 |              |          0.0100 |
|      95 |          95 |       00:00:31 |       95.03% |              |       0.2825 |              |          0.0100 |
|      96 |          96 |       00:00:31 |       94.60% |              |       0.2777 |              |          0.0100 |
|      97 |          97 |       00:00:32 |       94.89% |              |       0.2787 |              |          0.0100 |
|      98 |          98 |       00:00:32 |       94.60% |              |       0.2627 |              |          0.0100 |
|      99 |          99 |       00:00:32 |       95.74% |              |       0.2661 |              |          0.0100 |
|     100 |         100 |       00:00:33 |       94.46% |       95.45% |       0.2736 |       0.2481 |          0.0100 |
|     101 |         101 |       00:00:33 |       95.45% |              |       0.2535 |              |          0.0100 |
|     102 |         102 |       00:00:33 |       96.73% |              |       0.2440 |              |          0.0100 |
|     103 |         103 |       00:00:33 |       94.60% |              |       0.2520 |              |          0.0100 |
|     104 |         104 |       00:00:34 |       95.03% |              |       0.2388 |              |          0.0100 |
|     105 |         105 |       00:00:34 |       95.31% |              |       0.2436 |              |          0.0100 |
|     106 |         106 |       00:00:34 |       96.02% |              |       0.2204 |              |          0.0100 |
|     107 |         107 |       00:00:34 |       95.31% |              |       0.2409 |              |          0.0100 |
|     108 |         108 |       00:00:35 |       96.16% |              |       0.2311 |              |          0.0100 |
|     109 |         109 |       00:00:35 |       96.16% |              |       0.2362 |              |          0.0100 |
|     110 |         110 |       00:00:35 |       96.59% |       93.75% |       0.2082 |       0.2448 |          0.0100 |
|     111 |         111 |       00:00:36 |       95.03% |              |       0.2300 |              |          0.0100 |
|     112 |         112 |       00:00:36 |       96.73% |              |       0.2131 |              |          0.0100 |
|     113 |         113 |       00:00:36 |       96.88% |              |       0.2106 |              |          0.0100 |
|     114 |         114 |       00:00:36 |       96.45% |              |       0.2092 |              |          0.0100 |
|     115 |         115 |       00:00:37 |       95.88% |              |       0.2068 |              |          0.0100 |
|     116 |         116 |       00:00:37 |       97.30% |              |       0.1964 |              |          0.0100 |
|     117 |         117 |       00:00:37 |       97.30% |              |       0.1989 |              |          0.0100 |
|     118 |         118 |       00:00:38 |       94.74% |              |       0.2212 |              |          0.0100 |
|     119 |         119 |       00:00:38 |       95.31% |              |       0.2170 |              |          0.0100 |
|     120 |         120 |       00:00:38 |       96.73% |       94.89% |       0.2055 |       0.2177 |          0.0100 |
|     121 |         121 |       00:00:38 |       97.02% |              |       0.1949 |              |          0.0100 |
|     122 |         122 |       00:00:39 |       96.31% |              |       0.1882 |              |          0.0100 |
|     123 |         123 |       00:00:39 |       96.16% |              |       0.1880 |              |          0.0100 |
|     124 |         124 |       00:00:39 |       96.59% |              |       0.1788 |              |          0.0100 |
|     125 |         125 |       00:00:40 |       97.02% |              |       0.1838 |              |          0.0100 |
|     126 |         126 |       00:00:40 |       96.73% |              |       0.1820 |              |          0.0100 |
|     127 |         127 |       00:00:40 |       96.88% |              |       0.1816 |              |          0.0100 |
|     128 |         128 |       00:00:40 |       97.30% |              |       0.1858 |              |          0.0100 |
|     129 |         129 |       00:00:41 |       98.15% |              |       0.1622 |              |          0.0100 |
|     130 |         130 |       00:00:41 |       97.30% |       94.89% |       0.1805 |       0.1870 |          0.0100 |
|     131 |         131 |       00:00:41 |       98.15% |              |       0.1631 |              |          0.0100 |
|     132 |         132 |       00:00:42 |       97.59% |              |       0.1566 |              |          0.0100 |
|     133 |         133 |       00:00:42 |       97.02% |              |       0.1569 |              |          0.0100 |
|     134 |         134 |       00:00:42 |       97.16% |              |       0.1581 |              |          0.0100 |
|     135 |         135 |       00:00:42 |       97.30% |              |       0.1556 |              |          0.0100 |
|     136 |         136 |       00:00:43 |       98.15% |              |       0.1545 |              |          0.0100 |
|     137 |         137 |       00:00:43 |       97.87% |              |       0.1606 |              |          0.0100 |
|     138 |         138 |       00:00:43 |       97.59% |              |       0.1562 |              |          0.0100 |
|     139 |         139 |       00:00:43 |       97.16% |              |       0.1563 |              |          0.0100 |
|     140 |         140 |       00:00:44 |       98.01% |       94.89% |       0.1474 |       0.1871 |          0.0100 |
|     141 |         141 |       00:00:44 |       98.30% |              |       0.1463 |              |          0.0100 |
|     142 |         142 |       00:00:44 |       98.72% |              |       0.1440 |              |          0.0100 |
|     143 |         143 |       00:00:45 |       98.15% |              |       0.1435 |              |          0.0100 |
|     144 |         144 |       00:00:45 |       98.01% |              |       0.1443 |              |          0.0100 |
|     145 |         145 |       00:00:45 |       97.02% |              |       0.1404 |              |          0.0100 |
|     146 |         146 |       00:00:46 |       97.73% |              |       0.1550 |              |          0.0100 |
|     147 |         147 |       00:00:46 |       98.01% |              |       0.1421 |              |          0.0100 |
|     148 |         148 |       00:00:46 |       98.44% |              |       0.1367 |              |          0.0100 |
|     149 |         149 |       00:00:46 |       98.30% |              |       0.1347 |              |          0.0100 |
|     150 |         150 |       00:00:47 |       98.15% |       97.16% |       0.1332 |       0.1612 |          0.0100 |
|     151 |         151 |       00:00:47 |       98.30% |              |       0.1342 |              |          0.0010 |
|     152 |         152 |       00:00:47 |       98.15% |              |       0.1485 |              |          0.0010 |
|     153 |         153 |       00:00:47 |       97.44% |              |       0.1546 |              |          0.0010 |
|     154 |         154 |       00:00:48 |       97.30% |              |       0.1639 |              |          0.0010 |
|     155 |         155 |       00:00:48 |       97.73% |              |       0.1510 |              |          0.0010 |
|     156 |         156 |       00:00:48 |       96.73% |              |       0.1530 |              |          0.0010 |
|     157 |         157 |       00:00:49 |       97.87% |              |       0.1413 |              |          0.0010 |
|     158 |         158 |       00:00:49 |       98.01% |              |       0.1371 |              |          0.0010 |
|     159 |         159 |       00:00:49 |       97.87% |              |       0.1326 |              |          0.0010 |
|     160 |         160 |       00:00:49 |       98.01% |       97.73% |       0.1326 |       0.1569 |          0.0010 |
|     161 |         161 |       00:00:50 |       97.30% |              |       0.1368 |              |          0.0010 |
|     162 |         162 |       00:00:50 |       97.44% |              |       0.1318 |              |          0.0010 |
|     163 |         163 |       00:00:50 |       98.01% |              |       0.1264 |              |          0.0010 |
|     164 |         164 |       00:00:51 |       98.30% |              |       0.1236 |              |          0.0010 |
|     165 |         165 |       00:00:51 |       97.59% |              |       0.1252 |              |          0.0010 |
|     166 |         166 |       00:00:51 |       98.15% |              |       0.1256 |              |          0.0010 |
|     167 |         167 |       00:00:51 |       98.72% |              |       0.1130 |              |          0.0010 |
|     168 |         168 |       00:00:52 |       98.30% |              |       0.1152 |              |          0.0010 |
|     169 |         169 |       00:00:52 |       98.86% |              |       0.1148 |              |          0.0010 |
|     170 |         170 |       00:00:52 |       98.44% |       97.16% |       0.1245 |       0.1534 |          0.0010 |
|     171 |         171 |       00:00:53 |       98.44% |              |       0.1163 |              |          0.0010 |
|     172 |         172 |       00:00:53 |       98.30% |              |       0.1167 |              |          0.0010 |
|     173 |         173 |       00:00:53 |       97.87% |              |       0.1183 |              |          0.0010 |
|     174 |         174 |       00:00:53 |       98.72% |              |       0.1124 |              |          0.0010 |
|     175 |         175 |       00:00:54 |       97.59% |              |       0.1120 |              |          0.0010 |
|     176 |         176 |       00:00:54 |       97.87% |              |       0.1163 |              |          0.0010 |
|     177 |         177 |       00:00:54 |       98.15% |              |       0.1202 |              |          0.0010 |
|     178 |         178 |       00:00:54 |       98.44% |              |       0.1169 |              |          0.0010 |
|     179 |         179 |       00:00:55 |       97.30% |              |       0.1259 |              |          0.0010 |
|     180 |         180 |       00:00:55 |       98.30% |       97.16% |       0.1113 |       0.1453 |          0.0010 |
|     181 |         181 |       00:00:55 |       98.58% |              |       0.1128 |              |          0.0010 |
|     182 |         182 |       00:00:56 |       98.01% |              |       0.1192 |              |          0.0010 |
|     183 |         183 |       00:00:56 |       98.58% |              |       0.1122 |              |          0.0010 |
|     184 |         184 |       00:00:56 |       98.30% |              |       0.1137 |              |          0.0010 |
|     185 |         185 |       00:00:57 |       99.01% |              |       0.1082 |              |          0.0010 |
|     186 |         186 |       00:00:57 |       98.30% |              |       0.1124 |              |          0.0010 |
|     187 |         187 |       00:00:57 |       98.72% |              |       0.1130 |              |          0.0010 |
|     188 |         188 |       00:00:57 |       98.58% |              |       0.1145 |              |          0.0010 |
|     189 |         189 |       00:00:58 |       99.29% |              |       0.1073 |              |          0.0010 |
|     190 |         190 |       00:00:58 |       98.44% |       97.16% |       0.1113 |       0.1472 |          0.0010 |
|     191 |         191 |       00:00:58 |       98.44% |              |       0.1160 |              |          0.0010 |
|     192 |         192 |       00:00:59 |       98.44% |              |       0.1154 |              |          0.0010 |
|     193 |         193 |       00:00:59 |       98.30% |              |       0.1141 |              |          0.0010 |
|     194 |         194 |       00:00:59 |       98.30% |              |       0.1206 |              |          0.0010 |
|     195 |         195 |       00:01:00 |       99.29% |              |       0.1115 |              |          0.0010 |
|     196 |         196 |       00:01:00 |       99.01% |              |       0.1051 |              |          0.0010 |
|     197 |         197 |       00:01:00 |       98.30% |              |       0.1177 |              |          0.0010 |
|     198 |         198 |       00:01:00 |       98.44% |              |       0.1107 |              |          0.0010 |
|     199 |         199 |       00:01:01 |       99.01% |              |       0.1032 |              |          0.0010 |
|     200 |         200 |       00:01:01 |       98.44% |       97.16% |       0.1138 |       0.1463 |          0.0010 |
|     201 |         201 |       00:01:01 |       98.01% |              |       0.1156 |              |          0.0010 |
|     202 |         202 |       00:01:02 |       98.72% |              |       0.1052 |              |          0.0010 |
|     203 |         203 |       00:01:02 |       98.44% |              |       0.1120 |              |          0.0010 |
|     204 |         204 |       00:01:02 |       99.01% |              |       0.1021 |              |          0.0010 |
|     205 |         205 |       00:01:02 |       99.15% |              |       0.1065 |              |          0.0010 |
|     206 |         206 |       00:01:03 |       98.86% |              |       0.1035 |              |          0.0010 |
|     207 |         207 |       00:01:03 |       99.29% |              |       0.1014 |              |          0.0010 |
|     208 |         208 |       00:01:03 |       98.58% |              |       0.1059 |              |          0.0010 |
|     209 |         209 |       00:01:03 |       99.01% |              |       0.1079 |              |          0.0010 |
|     210 |         210 |       00:01:04 |       98.72% |       97.16% |       0.1081 |       0.1451 |          0.0010 |
|     211 |         211 |       00:01:04 |       98.58% |              |       0.1074 |              |          0.0010 |
|     212 |         212 |       00:01:04 |       98.15% |              |       0.1162 |              |          0.0010 |
|     213 |         213 |       00:01:05 |       98.15% |              |       0.1138 |              |          0.0010 |
|     214 |         214 |       00:01:05 |       98.86% |              |       0.1018 |              |          0.0010 |
|     215 |         215 |       00:01:05 |       98.72% |              |       0.1042 |              |          0.0010 |
|     216 |         216 |       00:01:05 |       98.72% |              |       0.1059 |              |          0.0010 |
|     217 |         217 |       00:01:06 |       97.73% |              |       0.1174 |              |          0.0010 |
|     218 |         218 |       00:01:06 |       98.72% |              |       0.1038 |              |          0.0010 |
|     219 |         219 |       00:01:06 |       99.01% |              |       0.1023 |              |          0.0010 |
|     220 |         220 |       00:01:07 |       99.01% |       97.16% |       0.1024 |       0.1447 |          0.0010 |
|     221 |         221 |       00:01:07 |       98.30% |              |       0.1055 |              |          0.0010 |
|     222 |         222 |       00:01:07 |       98.15% |              |       0.1092 |              |          0.0010 |
|     223 |         223 |       00:01:07 |       98.72% |              |       0.1092 |              |          0.0010 |
|     224 |         224 |       00:01:08 |       98.44% |              |       0.1087 |              |          0.0010 |
|     225 |         225 |       00:01:08 |       98.58% |              |       0.1113 |              |          0.0010 |
|     226 |         226 |       00:01:08 |       98.44% |              |       0.1116 |              |          0.0010 |
|     227 |         227 |       00:01:08 |       98.72% |              |       0.1107 |              |          0.0010 |
|     228 |         228 |       00:01:09 |       98.15% |              |       0.1061 |              |          0.0010 |
|     229 |         229 |       00:01:09 |       98.44% |              |       0.1092 |              |          0.0010 |
|     230 |         230 |       00:01:09 |       98.44% |       97.16% |       0.1114 |       0.1467 |          0.0010 |
|     231 |         231 |       00:01:10 |       98.86% |              |       0.1045 |              |          0.0010 |
|     232 |         232 |       00:01:10 |       98.72% |              |       0.1078 |              |          0.0010 |
|     233 |         233 |       00:01:10 |       98.72% |              |       0.1092 |              |          0.0010 |
|     234 |         234 |       00:01:11 |       98.15% |              |       0.1030 |              |          0.0010 |
|     235 |         235 |       00:01:11 |       98.15% |              |       0.1081 |              |          0.0010 |
|     236 |         236 |       00:01:11 |       98.30% |              |       0.1058 |              |          0.0010 |
|     237 |         237 |       00:01:11 |       98.44% |              |       0.1070 |              |          0.0010 |
|     238 |         238 |       00:01:12 |       98.58% |              |       0.1024 |              |          0.0010 |
|     239 |         239 |       00:01:12 |       98.58% |              |       0.1078 |              |          0.0010 |
|     240 |         240 |       00:01:12 |       99.15% |       97.16% |       0.1009 |       0.1437 |          0.0010 |
|     241 |         241 |       00:01:13 |       98.44% |              |       0.1125 |              |          0.0010 |
|     242 |         242 |       00:01:13 |       99.29% |              |       0.1008 |              |          0.0010 |
|     243 |         243 |       00:01:13 |       98.15% |              |       0.1094 |              |          0.0010 |
|     244 |         244 |       00:01:14 |       99.43% |              |       0.0939 |              |          0.0010 |
|     245 |         245 |       00:01:14 |       98.58% |              |       0.1065 |              |          0.0010 |
|     246 |         246 |       00:01:14 |       98.72% |              |       0.1015 |              |          0.0010 |
|     247 |         247 |       00:01:14 |       99.15% |              |       0.0971 |              |          0.0010 |
|     248 |         248 |       00:01:15 |       98.44% |              |       0.1019 |              |          0.0010 |
|     249 |         249 |       00:01:15 |       98.58% |              |       0.1079 |              |          0.0010 |
|     250 |         250 |       00:01:15 |       98.72% |       97.16% |       0.1017 |       0.1409 |          0.0010 |
|     251 |         251 |       00:01:15 |       99.01% |              |       0.0983 |              |          0.0010 |
|     252 |         252 |       00:01:16 |       98.58% |              |       0.1074 |              |          0.0010 |
|     253 |         253 |       00:01:16 |       98.86% |              |       0.1047 |              |          0.0010 |
|     254 |         254 |       00:01:16 |       98.44% |              |       0.0983 |              |          0.0010 |
|     255 |         255 |       00:01:17 |       98.86% |              |       0.1030 |              |          0.0010 |
|     256 |         256 |       00:01:17 |       98.58% |              |       0.1051 |              |          0.0010 |
|     257 |         257 |       00:01:17 |       98.58% |              |       0.1059 |              |          0.0010 |
|     258 |         258 |       00:01:17 |       99.01% |              |       0.1021 |              |          0.0010 |
|     259 |         259 |       00:01:18 |       99.29% |              |       0.1033 |              |          0.0010 |
|     260 |         260 |       00:01:18 |       98.58% |       97.16% |       0.1000 |       0.1402 |          0.0010 |
|     261 |         261 |       00:01:18 |       98.86% |              |       0.1024 |              |          0.0010 |
|     262 |         262 |       00:01:19 |       99.29% |              |       0.1003 |              |          0.0010 |
|     263 |         263 |       00:01:19 |       98.15% |              |       0.1037 |              |          0.0010 |
|     264 |         264 |       00:01:19 |       99.01% |              |       0.0971 |              |          0.0010 |
|     265 |         265 |       00:01:19 |       98.30% |              |       0.1094 |              |          0.0010 |
|     266 |         266 |       00:01:20 |       98.15% |              |       0.1092 |              |          0.0010 |
|     267 |         267 |       00:01:20 |       98.72% |              |       0.0950 |              |          0.0010 |
|     268 |         268 |       00:01:20 |       98.44% |              |       0.1048 |              |          0.0010 |
|     269 |         269 |       00:01:21 |       98.86% |              |       0.0993 |              |          0.0010 |
|     270 |         270 |       00:01:21 |       98.72% |       97.73% |       0.1023 |       0.1429 |          0.0010 |
|     271 |         271 |       00:01:21 |       98.44% |              |       0.1057 |              |          0.0010 |
|     272 |         272 |       00:01:21 |       98.58% |              |       0.1042 |              |          0.0010 |
|     273 |         273 |       00:01:22 |       98.86% |              |       0.1023 |              |          0.0010 |
|     274 |         274 |       00:01:22 |       98.15% |              |       0.1008 |              |          0.0010 |
|     275 |         275 |       00:01:22 |       98.44% |              |       0.0954 |              |          0.0010 |
|     276 |         276 |       00:01:22 |       98.01% |              |       0.1020 |              |          0.0010 |
|     277 |         277 |       00:01:23 |       99.15% |              |       0.0954 |              |          0.0010 |
|     278 |         278 |       00:01:23 |       98.30% |              |       0.1016 |              |          0.0010 |
|     279 |         279 |       00:01:23 |       98.86% |              |       0.0975 |              |          0.0010 |
|     280 |         280 |       00:01:24 |       98.72% |       97.16% |       0.0988 |       0.1400 |          0.0010 |
|     281 |         281 |       00:01:24 |       99.15% |              |       0.1027 |              |          0.0010 |
|     282 |         282 |       00:01:24 |       98.58% |              |       0.1007 |              |          0.0010 |
|     283 |         283 |       00:01:24 |       98.44% |              |       0.1054 |              |          0.0010 |
|     284 |         284 |       00:01:25 |       98.86% |              |       0.0942 |              |          0.0010 |
|     285 |         285 |       00:01:25 |       98.58% |              |       0.1003 |              |          0.0010 |
|     286 |         286 |       00:01:25 |       99.43% |              |       0.0919 |              |          0.0010 |
|     287 |         287 |       00:01:26 |       99.01% |              |       0.1031 |              |          0.0010 |
|     288 |         288 |       00:01:26 |       98.72% |              |       0.1012 |              |          0.0010 |
|     289 |         289 |       00:01:26 |       99.15% |              |       0.0954 |              |          0.0010 |
|     290 |         290 |       00:01:26 |       99.29% |       97.73% |       0.0902 |       0.1377 |          0.0010 |
|     291 |         291 |       00:01:27 |       98.86% |              |       0.0949 |              |          0.0010 |
|     292 |         292 |       00:01:27 |       98.15% |              |       0.1018 |              |          0.0010 |
|     293 |         293 |       00:01:27 |       98.86% |              |       0.1009 |              |          0.0010 |
|     294 |         294 |       00:01:28 |       98.72% |              |       0.0957 |              |          0.0010 |
|     295 |         295 |       00:01:28 |       99.01% |              |       0.0967 |              |          0.0010 |
|     296 |         296 |       00:01:28 |       98.86% |              |       0.0970 |              |          0.0010 |
|     297 |         297 |       00:01:28 |       98.72% |              |       0.0975 |              |          0.0010 |
|     298 |         298 |       00:01:29 |       98.58% |              |       0.1016 |              |          0.0010 |
|     299 |         299 |       00:01:29 |       98.58% |              |       0.0953 |              |          0.0010 |
|     300 |         300 |       00:01:29 |       98.58% |       97.16% |       0.0908 |       0.1406 |          0.0010 |
|     301 |         301 |       00:01:30 |       99.01% |              |       0.0995 |              |      1.0000e-04 |
|     302 |         302 |       00:01:30 |       98.72% |              |       0.0963 |              |      1.0000e-04 |
|     303 |         303 |       00:01:30 |       98.72% |              |       0.0962 |              |      1.0000e-04 |
|     304 |         304 |       00:01:30 |       99.01% |              |       0.0982 |              |      1.0000e-04 |
|     305 |         305 |       00:01:31 |       99.01% |              |       0.0944 |              |      1.0000e-04 |
|     306 |         306 |       00:01:31 |       99.01% |              |       0.1034 |              |      1.0000e-04 |
|     307 |         307 |       00:01:31 |       98.58% |              |       0.0939 |              |      1.0000e-04 |
|     308 |         308 |       00:01:31 |       99.01% |              |       0.0960 |              |      1.0000e-04 |
|     309 |         309 |       00:01:32 |       98.58% |              |       0.0991 |              |      1.0000e-04 |
|     310 |         310 |       00:01:32 |       99.15% |       97.16% |       0.0929 |       0.1394 |      1.0000e-04 |
|     311 |         311 |       00:01:32 |       98.86% |              |       0.1003 |              |      1.0000e-04 |
|     312 |         312 |       00:01:33 |       98.72% |              |       0.0958 |              |      1.0000e-04 |
|     313 |         313 |       00:01:33 |       99.01% |              |       0.0965 |              |      1.0000e-04 |
|     314 |         314 |       00:01:33 |       98.72% |              |       0.0968 |              |      1.0000e-04 |
|     315 |         315 |       00:01:33 |       98.58% |              |       0.0982 |              |      1.0000e-04 |
|     316 |         316 |       00:01:34 |       98.58% |              |       0.0986 |              |      1.0000e-04 |
|     317 |         317 |       00:01:34 |       98.86% |              |       0.0970 |              |      1.0000e-04 |
|     318 |         318 |       00:01:34 |       99.15% |              |       0.1004 |              |      1.0000e-04 |
|     319 |         319 |       00:01:35 |       98.58% |              |       0.0977 |              |      1.0000e-04 |
